"CountryName","CountryCode","Date","S1_School closing","S1_IsGeneral","S1_Notes","S2_Workplace closing","S2_IsGeneral","S2_Notes","S3_Cancel public events","S3_IsGeneral","S3_Notes","S4_Close public transport","S4_IsGeneral","S4_Notes","S5_Public information campaigns","S5_IsGeneral","S5_Notes","S6_Restrictions on internal movement","S6_IsGeneral","S6_Notes","S7_International travel controls","S7_Notes","S8_Fiscal measures","S8_Notes","S9_Monetary measures","S9_Notes","S10_Emergency investment in health care","S10_Notes","S11_Investment in Vaccines","S11_Notes","ConfirmedCases","ConfirmedDeaths","StringencyIndex","...35"
"France","FRA",20200314,1,0,NA,2,0,NA,2,1,NA,0,NA,NA,1,1,NA,0,NA,NA,2,NA,0,NA,0,NA,0,NA,0,NA,3661,79,52,NA
"United Kingdom","GBR",20200314,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,1,1,NA,0,0,NA,0,NA,0,NA,0.25,"https://www.bankofengland.co.uk/boeapps/database/Bank-Rate.asp",0,NA,0,NA,707,10,14,NA
"Georgia","GEO",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,NA,NA
"Guinea","GIN",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
"Greece","GRC",20200314,2,1,"https://en.unesco.org/themes/education-emergencies/coronavirus-school-closures

https://www.theguardian.com/world/2020/mar/12/how-do-coronavirus-containment-measures-vary-across-europe
",0,NA,NA,2,1,"“These measures are as follows: (...) 
- Suspend any conference event on the territory for the next 4 weeks.
- Suspend all school excursions within the country for 2 weeks.
- Hold all sports events behind closed doors for the next 2 weeks.
The measures are effective from Monday, March 9, 2020, and will be re-evaluated before they expire.” 
(https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6794-anakoinwsh-newn-metrwn-gia-thn-prostasia-ths-dhmosias-ygeias)

“The Government has also banned all large events and conferences for 4 weeks until 5 April”
(https://www.gov.uk/foreign-travel-advice/greece/coronavirus)",0,NA,"Public transport is limited, but not closed: 

“As you also know, with announcements made this morning, public transport should operate as low as possible.” (14/03)
(https://eody.gov.gr/enimerosi-diapisteymenon-syntakton-ygeias-apo-ton-ekprosopo-toy-ypoyrgeioy-ygeias-gia-to-neo-koronoio-kathigiti-sotiri-tsiodra/)",1,1,"https://government.gov.gr/koronoios-efpathis-omades/ (01/03) 

“Greece’s Health Ministry is stepping up a public information plan about how people can protect themselves from the coronavirus, with seven cases in the country and the European Union raising its alert level to high for the disease, now called Covid-19.
The Health Ministry is putting messages on TV and social media aimed at ensuring that people observe basic hygiene rules, especially washing hands regularly and the right way, to ward off spreading or contracting the disease.” (03/03)
(https://www.thenationalherald.com/289275/eu-raises-coronavirus-risk-alert-greece-pushes-information-campaign/)

https://government.gov.gr/koronoios-efpathis-omades-na-periorisoun-tis-metakinisis-tous/ (10/03)
",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,1,43,NA
"Guatemala","GTM",20200314,0,0,NA,0,0,NA,1,1,NA,0,0,NA,1,1,NA,0,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,38,NA
"Guyana","GUY",20200314,0,NA,NA,0,NA,NA,1,NA,"https://web.archive.org/web/20200313124257/https://dpi.gov.gy/statement-by-president-david-granger-on-the-coronavirus-disease-2019-covid-19/
['public gatherings be discouraged']",0,NA,NA,1,1,"https://web.archive.org/web/0/https://dpi.gov.gy/statement-by-president-david-granger-on-the-coronavirus-disease-2019-covid-19/
['These efforts are supported by a communications campaign to keep the population updated on the virus and its impacts']",1,1,NA,1,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,33,NA
"Hong Kong","HKG",20200314,2,1,"classes will not resume before March 16 [https://www.info.gov.hk/gia/general/202002/13/P2020021300418.htm]",0,0,NA,2,1,"Public cultural and leisure facilities will be temporarily closed from January 29 and recreational, sports and cultural programmes held at these venues will be cancelled until further notice.   https://www.info.gov.hk/gia/general/202001/28/P2020012800030.htm",0,0,NA,1,1,NA,1,1,NA,3,NA,0,NA,1.5,NA,0,NA,0,NA,NA,NA,67,NA
"Honduras","HND",20200314,2,1,NA,0,0,NA,2,1,NA,0,0,NA,1,1,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,43,NA
"Croatia","HRV",20200314,2,1,NA,2,0,"Istria County shutters all hospitality businesses for the next month, restricts opening hours of supermarkets etc.; https://glashrvatske.hrt.hr/en/news/domestic/six-new-coronavirus-cases-38-in-total/",1,1,NA,0,NA,NA,1,1,NA,2,0,NA,1,NA,0,NA,3,NA,0,NA,0,NA,31,0,62,NA
"Hungary","HUN",20200314,1,1,NA,0,NA,NA,2,1,NA,0,NA,NA,1,1,NA,1,1,NA,3,NA,0,NA,1,NA,0,NA,0,NA,25,0,62,NA
"Indonesia","IDN",20200314,1,1,NA,0,0,NA,1,0,NA,0,0,NA,1,1,NA,1,1,NA,3,NA,0,NA,0,NA,0,NA,0,NA,69,4,52,NA
"India","IND",20200314,2,0,NA,0,NA,NA,1,1,"https://www.mohfw.gov.in/pdf/advisoryformassgathering.pdf",0,NA,NA,1,1,"https://www.mygov.in/covid-19/
https://pib.gov.in/indexd.aspxhttps://thelogicalindian.com/news/kerala-robots-create-awareness-about-coronavirus-20225",0,NA,NA,3,"https://www.mohfw.gov.in/pdf/ConsolidatedTraveladvisoryUpdated11032020.pdf
https://www.mohfw.gov.in/pdf/GuidelinesDT13032020.pdf
https://www.mohfw.gov.in/pdf/NewinstructionsDt14032020Restirctiononinternationalpassengertraffic.pdf
",0,NA,5.15,"Reserve Bank of India's rate was 5.15 before Corona crisis started",0,NA,0,NA,83,2,48,NA
"Ireland","IRL",20200314,0,NA,NA,1,1,NA,0,NA,NA,0,NA,NA,1,1,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,91,1,24,NA
"Iran","IRN",20200314,2,1,"Iran's health minister announced that schools and universities will be closed until the start of the holiday for Persian New Year (Nowruz) on 20 March 2020.",2,0,"The Administrative and Recruitment Affairs Organization ruled that telecommuting of government employees would be permissible.
Plans to clear streets and shops in Iran by the Revolutionary Guards were announced.",2,0,"The Ministry of Islamic Culture and Guidance announced the cancellation of all concerts and other cultural events for one week.
The Ministry of Sports and Youth took steps to cancel sporting events, including football matches.
Plans to clear streets, shops, and public places in Iran by the Revolutionary Guards were announced.",1,1,"President Hassan Rouhani ordered the Ministry of Roads and Urban Development to make decisions about public commuting.",1,1,"Iranian Cyber Police announced that to stop spreading photos and videos that are untrue and fake on COVID-19, notices were given to 118 people and 24 others were arrested.
The government created an application and a website to combat the outbreak.",2,1,NA,0,NA,118750736,NA,0,NA,0,NA,0,NA,11364,514,71,NA
"Iraq","IRQ",20200314,2,1,NA,0,NA,NA,2,1,NA,2,0,"Kurdistan Regional Government: Suspend transportation by public transport lines (bus and minibus) between provinces from the 13 March to the 1 April. https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing
",1,1,NA,2,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,9,76,NA
"Iceland","ISL",20200314,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,1,1,NA,0,NA,NA,1,NA,0,NA,2.5,"2.5% https://tradingeconomics.com/iceland/interest-rate",NA,NA,NA,NA,117,0,19,NA
"Israel","ISR",20200314,2,1,"https://www.timesofisrael.com/israel-closes-schools-universities-as-netanyahu-issues-dire-coronavirus-warning/",0,0,NA,1,1,NA,0,0,NA,1,1,"The coronavirus was communicated by the government and media since late January, but official awareness campaign by ads was launched on Feb 9: https://www.youtube.com/watch?v=19IGaFdDvt4",0,0,NA,3,NA,2535084000,NA,0.25,"https://tradingeconomics.com/israel/interest-rate",281676000,"https://www.maariv.co.il/corona/corona-israel/Article-753391 'Netanyahu: we'll dedicate 10 billion shekels to deal with the crisis'",1,NA,116,0,52,NA
"Italy","ITA",20200314,2,1,NA,2,1,NA,2,1,NA,1,0,"Law passed giving government powers to reduce services to minimum that is essential, but unclear whether/when powers used.

http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299
(Translated: 'The President of the Region with the ordinance referred to in article 3, paragraph 2, of the law decree of 23 February 2020 n. 6, can schedule the service provided by local public transport companies, even if not scheduled, aimed at reducing and eliminating services in relation to the health interventions necessary to contain the coronavirus emergency based on actual needs and for the sole purpose to ensure the minimum essential services... The provisions of this decree take effect from March 12, 2020 and are effective until March 25, 2020.')",1,1,"http://www.salute.gov.it/portale/nuovocoronavirus/archivioComunicatiNuovoCoronavirus.jsp?lingua=italiano&area=nuovocoronavirus&comunicati.page=0",2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17660,1268,90,NA
"Jamaica","JAM",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA
"Jordan","JOR",20200314,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,"https://corona.moh.gov.jo/ar/MediaCenter/14",0,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
"Japan","JPN",20200314,1,1,NA,1,1,NA,1,1,NA,0,1,NA,1,1,NA,1,1,NA,2,NA,0,NA,-0.1,NA,0,NA,NA,NA,737,21,62,NA
"Kazakhstan","KAZ",20200314,0,NA,NA,0,NA,NA,2,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"Quarantines travelers from high-risk regions. https://web.archive.org/web/20200330230554/https://www.thejakartapost.com/news/2020/03/13/kazakhstan-confirms-first-three-coronavirus-cases.html",0,NA,12,"https://tradingeconomics.com/kazakhstan/interest-rate",0,NA,0,NA,NA,NA,24,NA
"Kenya","KEN",20200314,0,NA,NA,0,NA,NA,2,1,NA,0,NA,NA,1,1,NA,0,NA,NA,1,NA,0,NA,8,NA,0,NA,0,NA,1,0,33,NA
"South Korea","KOR",20200314,2,1,"School holidays began Feb 15th, due to start back Feb 24th but postponed until April 6th. Education Ministry push back the start of the new academic year for all elementary schools, and junior and high schools until April 6. 
https://web.archive.org/web/20200330180640/https://www.straitstimes.com/asia/east-asia/weeks-of-school-closure-in-south-korea-a-home-based-working-mums-nightmare
https://web.archive.org/web/20200330181248/http://www.koreaherald.com/view.php?ud=20200317000686
https://web.archive.org/web/20200330181403/https://english.kyodonews.net/news/2020/03/8c51ca6ee085-s-korea-eyes-further-delay-to-new-school-year-as-virus-cases-continue.html
******Worth noting that despite required shutdown that “Korea has many private schools, known as 'hagwon. The Seoul Metropolitan Government said Monday despite the city's recommendation, many hagwon have kept their businesses open through the outbreak
https://web.archive.org/web/20200330182020/https://www.koreatimes.co.kr/www/nation/2020/03/119_287059.html
",0,0,NA,2,1,"Public spaces and protests banned from 21st February . The South Korean vice-health minister, Kim Kang-lip, said: “We have asked you to refrain from taking part in public events, including a religious gathering or protest, this weekend. Please stay at home and refrain from going outside and minimise contact with other people.”
https://web.archive.org/web/20200330193842/https://www.theguardian.com/world/2020/feb/29/coronavirus-south-korea-cases-surge-as-australia-bans-iran-arrivals 
https://web.archive.org/web/20200330194019/https://www.euractiv.com/section/coronavirus/news/commitment-transparency-pay-off-as-south-korea-limits-covid-19-spread/
",0,NA,NA,1,NA,"Extensive public information campaign, most notably location tracing apps.  The Corona 100m (Co100) app launched on February 11 and, using government data, alerts users when they come within 100 metres of a location visited by an infected person.  
Coronamap website shows the travel histories of confirmed COVID-19 patients and Coronaita aims to function “like a search engine” for information on coronavirus-hit areas.
 
https://web.archive.org/web/20200330202823/https://www.smartcitiesworld.net/news/news/south-korea-to-step-up-online-coronavirus-tracking-5109
https://www.ft.com/content/e015e096-6532-11ea-a6cd-df28cc3c6a68
https://web.archive.org/web/20200330202916/http://www.korea.net/NewsFocus/Society/view?articleId=183129
",2,0,NA,3,NA,0,NA,1.25,"https://tradingeconomics.com/south-korea/interest-rate &
https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#S",0,NA,NA,NA,8086,72,60,NA
"Kuwait","KWT",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA
"Laos","LAO",20200314,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liechtenstein","LIE",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA
"Sri Lanka","LKA",20200314,2,1,"https://www.newsfirst.lk/2020/03/12/schools-closed-till-april-20th-no-tution-classes-till-march-26th/
https://colombogazette.com/2020/03/12/government-schools-to-be-closed-till-april/",0,1,NA,2,NA,"https://www.thehindu.com/news/international/coronavirus-sri-lanka-bans-public-events-as-cases-rises-to-8/article31069806.ece",0,NA,"Disinfectant scheme for public transport",1,1,"Daily situatioin reports start",1,1,NA,3,"http://www.caa.lk/index.php?option=com_content&view=category&layout=blog&id=158&Itemid=1694",0,NA,7,"The Central Bank of Sri Lanka (CBSL) lowered the standing deposit facility rate (SDFR) and standing lending facility rate (SLFR) by 50 basis points (bps) each to 6.50% and 7.50%, respectively. The statutory reserve ratio (SRR) was, however, left unchanged at 5% (https://uk.reuters.com/article/sri-lanka-economy-rates/update-2-sri-lanka-cenbank-unexpectedly-cuts-key-interest-rates-to-support-growth-idUSL4N29Z0SN); https://tradingeconomics.com/sri-lanka/interest-rate",0,NA,0,NA,6,0,62,NA
"Lithuania","LTU",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA
"Luxembourg","LUX",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA,NA
"Latvia","LVA",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,NA
"Macao","MAC",20200314,2,1,NA,0,0,NA,2,1,NA,NA,NA,NA,1,1,NA,1,1,NA,2,"https://news.gov.mo/detail/zh-hant/N20CNpLrh0?37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA
"Morocco","MAR",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"Moldova","MDA",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA
"Maldives","MDV",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA
"Mexico","MEX",20200314,1,1,"March 14, the Public Education Secretariat suspends classes from 23 of March until 19 of April. [https://www.gob.mx/salud/pren",1,1,"March 14, The Health Secretariat recommends to keep a “healthy distance” and avoid non-essential working, starting on 23 of Ma",1,1,"March 14, The Health Secretariat recommends to keep a “healthy distance” and avoid non-essential working, starting on 23 of Ma",0,0,NA,1,1,NA,1,0,NA,3,NA,0,NA,7,"'Previous interest rate: 7.00'
(https://tradingeconomics.com/mexico/interest-rate)",0,NA,0,NA,26,0,62,NA
"Macedonia","MKD",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA
"Malta","MLT",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA
"Myanmar","MMR",20200314,0,0,NA,0,0,NA,0,0,NA,2,1,NA,1,1,NA,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,33,NA
"Malaysia","MYS",20200314,0,0,"Schools can only be closed after the principals have sought the advice of the State Health Department and District Health Office; https://www.malaymail.com/news/malaysia/2020/03/14/covid-19-schools-advised-to-postpone-all-activities-programmes/1846545; https://www.moe.gov.my/en/muat-turun/pekeliling-dan-garis-panduan/3340-sop-pencegahan-penularan-jangkitan-penyakit-covid19-di-sekolah/file",0,0,NA,NA,NA,NA,0,0,NA,1,1,"Ministry of Health has been issuing updates, guidance and infographics since around the time of the 1st case on 23 Jan 2020 [https://web.archive.org/save/http://www.moh.gov.my/index.php/pages/view/2019-ncov-wuhan-infografik; https://twitter.com/KKMPutrajaya; https://m.facebook.com/kementeriankesihatanmalaysia/]",0,0,NA,3,NA,NA,NA,2.5,"https://web.archive.org/web/20200327002900/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2020",NA,NA,0,NA,197,0,29,NA
"Nigeria","NGA",20200314,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,9,NA,0,NA,0,NA,NA,NA,5,NA
"Nicaragua","NIC",20200314,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA
"Netherlands","NLD",20200314,1,1,"Universities are advised to teach online. Schools stay open.  /web/20200322224611/https://www.rijksoverheid.nl/onderwerpen/coronavirus-covid-19/nieuws/2020/03/12/nieuwe-maatregelen-tegen-verspreiding-coronavirus-in-nederland",1,1,NA,2,1,"All events >100 people  /web/20200322224611/https://www.rijksoverheid.nl/onderwerpen/coronavirus-covid-19/nieuws/2020/03/12/nieuwe-maatregelen-tegen-verspreiding-coronavirus-in-nederland",0,NA,NA,1,1,"Try to avoid social contact.  /web/20200322224611/https://www.rijksoverheid.nl/onderwerpen/coronavirus-covid-19/nieuws/2020/03/12/nieuwe-maatregelen-tegen-verspreiding-coronavirus-in-nederland",0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,804,5,48,NA
"Norway","NOR",20200314,2,1,NA,2,0,NA,2,1,NA,0,NA,NA,1,0,NA,0,NA,NA,2,"The Ministry of Foreign Affairs advises against all international travel that is not strictly necessary https://web.archive.org/save/https://www.regjeringen.no/en/aktuelt/ministry-of-foreign-affairs-advises-against-non-essential-travel-to-all-countries/id2693564/ AND Persons arriving in Norway from countries other than Sweden or Finland shall undergo
quarantine for 14 days after arrival in Norway. The provision also applies to persons who arrive
in Norway from Sweden or Finland after a stay in other countries during the past 14 days https://web.archive.org/save/https://www.regjeringen.no/contentassets/9d991e8a50774074b5b703d0268c1b76/regulations_on_quarantine.pdf",0,NA,0,NA,0,NA,0,NA,621,1,55,NA
"New Zealand","NZL",20200314,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,"February 28th- New Zealand's Ministry of Health launches public health campaign- a healthline, TV, online, social media, and radio adverts, and online information. On Facebook the first officially branded Ministry of Health videos and images are dated 28th February.
https://web.archive.org/web/20200330083730/https://www.rnz.co.nz/national/programmes/checkpoint/audio/2018736100/ministry-of-health-launches-public-campaign-on-coronavirus
https://web.archive.org/save/https://www.teaomaori.news/health-ministry-launches-coronavirus-public-awareness-campaign
",NA,NA,NA,3,NA,0,NA,1,NA,0,NA,NA,"Unclear how much for vaccine development. 24th February The Health Research Council of New Zealand (HRC) and Ministry of Health last week announced a $3 million rapid research response fund to support immediate responses to the current disease threat, as well as long-term responses to the virus and other emerging infectious diseases.  https://web.archive.org/web/20200330084929/https://www.hrc.govt.nz/news-and-events/covid-19-research-funding-opportunities-available-now
https://web.archive.org/web/20200330090052/https://www.hrc.govt.nz/news-and-events/government-agencies-launch-rapid-research-response-covid-19-threat 
",6,0,29,NA
"Oman","OMN",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA
"Pakistan","PAK",20200314,2,1,NA,0,NA,NA,2,1,NA,0,NA,NA,0,NA,NA,2,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,21,0,52,NA
"Panama","PAN",20200314,2,1,NA,2,1,NA,2,1,"According to the government Decree n. 7 all gatherings of over 50 are prohibited. http://www.minsa.gob.pa/noticia/comunicado-ndeg-7.",2,1,NA,1,1,NA,1,1,NA,3,NA,0,NA,0,NA,0,NA,0,NA,36,1,95,NA
"Peru","PER",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA
"Philippines","PHL",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,6,NA,NA
"Papua New Guinea","PNG",20200314,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,0,NA,NA,3,NA,0,NA,5,NA,0,NA,0,NA,NA,NA,29,NA
"Poland","POL",20200314,2,1,NA,0,NA,NA,2,1,NA,0,NA,NA,1,1,NA,1,1,NA,1,NA,0,NA,2,NA,0,NA,0,NA,68,2,57,NA
"Portugal","PRT",20200314,0,0,NA,0,0,NA,2,1,NA,0,0,NA,0,0,NA,0,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,112,0,29,NA
"Paraguay","PRY",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA
"Palestine","PSE",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,NA,NA
"Qatar","QAT",20200314,2,1,"All schools and universities (https://www.aljazeera.com/news/2020/03/qatar-bans-travellers-14-countries-coronavirus-concerns-200309060851684.html)",0,NA,NA,2,1,NA,0,0,NA,1,1,"Informing public about the steps it has taken, screening in place, testing etc. @MOPHQatar has videos, updates and live feeds",0,NA,NA,3,"On 9th March 14 countries banned: Bangladesh, China, Egypt, India, Iran, Iraq, Italy, Lebanon, Nepal, Pakistan, the Philippines, South Korea, Sri Lanka, Syria and Thailand.
https://web.archive.org/web/20200326163955/https://www.gco.gov.qa/en/2020/03/08/statement-by-the-government-communications-office-on-the-temporary-suspension-of-entry-of-those-arriving-from-certain-countries-as-a-preventive-measure-due-to-the-spread-of-coronavirus-covid-19-wor/",0,NA,3,"The Qatar Central Bank (QCB) announced on Monday that it reduced its deposit rate (QCBDR) by 50 bps to 1.00%, lending rate (QCBLR) by 100bps to 2.50%, and the QCB repurchase rate (Repo) by 50 bps to 1.00%.(https://www.gulf-times.com/story/658563/Qatar-Central-Bank-lowers-interest-rates)",0,NA,0,NA,320,0,57,NA
"Romania","ROU",20200314,2,1,NA,1,1,NA,2,1,NA,0,NA,NA,1,1,"Starting on 25/02/2020, an online information campaign was launched on the official Government of Romania Facebook page on the 'Prevention and limitation of eventual infection with coronavirus'. New, updated information has since been provided daily on the facebook page (https://www.facebook.com/guv.ro). 

On the 24/02/2020, this campaign was announced: 'The information campaign of the population regarding the infection with COVID-19 will be extended, as well as the individual and collective prevention measures which should be taken and a daily newscast will be drafted regarding the development at international level and possible additional measures taken by the Romanian authorities' (https://www.nineoclock.ro/2020/02/24/pm-designate-orban-urges-romanians-to-learn-about-coronavirus-from-official-sources-only/)",1,1,NA,2,NA,0,NA,3,NA,0,NA,0,NA,89,0,71,NA
"Russia","RUS",20200314,0,NA,NA,0,NA,NA,2,0,NA,0,NA,NA,0,NA,NA,2,1,NA,3,NA,0,NA,6,NA,0,NA,0,NA,45,0,38,NA
"Rwanda","RWA",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Link: https://uk.reuters.com/article/uk-health-coronavirus-rwanda/rwanda-keeping-coronavirus-at-bay-with-campaign-of-public-handwashing-idUKKBN20Y2SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saudi Arabia","SAU",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0,NA,NA
"Sudan","SDN",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
"Senegal","SEN",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,NA
"Singapore","SGP",20200314,0,0,NA,0,0,NA,2,0,NA,0,0,NA,1,1,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0,38,NA
"El Salvador","SLV",20200314,2,1,"
https://www.washingtonpost.com/world/the_americas/el-salvador-nayib-bukele-coronavirus-quarantine/2020/03/12/d920e9a4-6404-11ea-8a8e-5c5336b32760_story.html",1,0,"https://www.voanoticias.com/a/elsalvador-coronavirus-emergencia/5329152.html",2,1,"https://www.voanoticias.com/a/elsalvador-coronavirus-emergencia/5329152.html",0,0,NA,1,1,NA,0,0,NA,3,NA,2,NA,0,NA,2e+06,"https://www.voanoticias.com/a/elsalvador-coronavirus-emergencia/5329152.html",0,NA,NA,NA,62,NA
"San Marino","SMR",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,5,NA,NA
"Serbia","SRB",20200314,0,NA,NA,0,NA,NA,2,1,NA,0,NA,NA,1,1,NA,1,1,NA,3,NA,0,NA,2,NA,0,NA,0,NA,41,0,52,NA
"Slovak Republic","SVK",20200314,2,1,NA,2,0,NA,2,1,NA,0,0,NA,NA,NA,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,52,NA
"Slovenia","SVN",20200314,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,0,NA,NA
"Sweden","SWE",20200314,0,NA,NA,0,NA,NA,2,1,NA,0,NA,NA,1,1,"The Public Health Agency of Sweden released a video on protection against infection on 9/03/2020. Since then, they have regularly updated their website with FAQs about covid-19 (https://www.folkhalsomyndigheten.se/the-public-health-agency-of-sweden/communicable-disease-control/covid-19/) and information available in different languages (https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/skydda-dig-och-andra/information-pa-olika-sprak/)",0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,775,1,29,NA
