"country","countryiso3","SP.POP.65UP.TO.ZS_2013","SP.POP.65UP.TO.ZS_2014","SP.POP.65UP.TO.ZS_2015","SP.POP.65UP.TO.ZS_2016","SP.POP.65UP.TO.ZS_2017","SP.POP.65UP.TO.ZS_2018","SP.POP.65UP.TO.ZS_2019"
"St. Lucia","LCA",8.92329012523026,9.07647956207655,9.23316548128133,9.4154112784962,9.60465090575505,9.80653035642617,10.0350128562832
"St. Vincent and the Grenadines","VCT",8.72751376332603,8.97015460082123,9.24158023967457,9.33317497875917,9.45213836306191,9.58978686338024,9.7405709428605
"Sub-Saharan Africa","SSF",2.92668616612379,2.92977526609256,2.93254929433674,2.95305428874729,2.97104937838324,2.98770560654484,3.00411482425813
"Sub-Saharan Africa (excluding high income)","SSA",2.91826725097967,2.92091635987486,2.9232264625312,2.94338286945005,2.96101909344215,2.97732093002866,2.99339361258544
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",2.9266861661238,2.92977526609256,2.93254929433674,2.95305428874729,2.97104937838324,2.98770560654484,3.00411482425813
"Sudan","SDN",3.37078512268511,3.40645571718422,3.44381081640338,3.48952162270705,3.53520683416771,3.58116052825144,3.62731732647738
"Suriname","SUR",6.43569874162009,6.52444634023348,6.60904276723486,6.70770134964807,6.8049556876823,6.90636990225525,7.01512972760986
"Sweden","SWE",19.1200971177424,19.3946718219141,19.6085182207794,19.8401953150298,19.9914163662092,20.0955249278002,20.1985696235664
"Switzerland","CHE",17.5721104695372,17.8004465511951,17.9973302879733,18.2289036991655,18.4308671298436,18.6232165647717,18.8379960576695
"Syrian Arab Republic","SYR",3.71479658181509,3.84393730414627,3.99178592828478,4.1457610184606,4.31835461571047,4.50312442147583,4.69185510249333
"Tajikistan","TJK",3.04964075273125,2.99156665353582,2.94489206801775,2.95910039026596,2.98271403520705,3.02188755207627,3.0859612115329
"Tanzania","TZA",2.52733481784973,2.53549194533664,2.53787913294955,2.5637092187766,2.58366125391209,2.60129917835952,2.62054110317161
"Thailand","THA",9.8398758943456,10.205365247341,10.6020313525916,11.0060577653537,11.4369639217331,11.9008931395893,12.4062503348266
"Timor-Leste","TLS",4.30982906353454,4.3654642515611,4.38777164963362,4.39018509162725,4.35959390568973,4.31649229400603,4.2865351139377
"Togo","TGO",2.78048497121812,2.79207060801345,2.80254775330534,2.82848716323182,2.85022720087124,2.86946801108822,2.88734759103955
"Tonga","TON",5.84859680842701,5.90826305578652,5.99517766245622,5.97332225880771,5.96482283966352,5.95366144364662,5.94196795988286
"Trinidad and Tobago","TTO",9.07902250345903,9.36378083378293,9.66761242563824,10.0087836464473,10.3645870587887,10.7349535163324,11.1182080226642
"Tunisia","TUN",7.49991486312684,7.55187400102376,7.66500813196912,7.82946130753467,8.05233384204566,8.31567907898877,8.5934685561919
"Turkey","TUR",7.55757666644162,7.70034868651331,7.86886477141321,8.05000799783324,8.25571138776413,8.4832129399716,8.72628382619289
"Turkmenistan","TKM",4.03130379559547,4.03492069996532,4.07466856605958,4.15767749464535,4.27749642346457,4.42663446194014,4.5924253238213
"Uganda","UGA",1.8776244050242,1.87948083312628,1.88283445587944,1.90077642490639,1.92030488414537,1.94098692046317,1.96255018738143
"Ukraine","UKR",15.6131089589254,15.625796082474,15.6694126854989,15.8940764958357,16.1552261547116,16.4346864392016,16.7049903897468
"United Arab Emirates","ARE",0.859847508836247,0.904703893728956,0.93336859946669,0.986990678326415,1.03467797621702,1.08500098484481,1.15654945602229
"United Kingdom","GBR",17.4298656017238,17.7280293900099,17.9742100784289,18.1583745643756,18.2911350395904,18.3958656741466,18.5086956390397
"United States","USA",13.9050443081105,14.2676996042196,14.6428847122761,15.0336787501808,15.4193658960742,15.8076540556035,16.2096061428511
"Upper middle income","UMC",8.07179170217352,8.28163996662451,8.54216598841951,8.86920017207605,9.24185817968391,9.63874081302588,10.0285873485716
"Uruguay","URY",14.2896045161403,14.3834496517505,14.4830508946489,14.5913311093128,14.7002261801567,14.8145195308593,14.9412404303739
"Uzbekistan","UZB",4.14335111404006,4.07382565423145,4.05863556338683,4.14162684514612,4.26475960335778,4.4191378781364,4.59521572497926
"Vanuatu","VUT",3.7586455471779,3.73794943309283,3.72478147014347,3.70459526461395,3.67377675037652,3.64015306819735,3.6160889950047
"Venezuela, RB","VEN",6.0130908792977,6.17970900877703,6.36488559256154,6.6436402757606,6.94368203720475,7.26698662012597,7.6109903731012
"Vietnam","VNM",6.49310049458422,6.54945695877901,6.65835853517865,6.82469158458086,7.03102794813837,7.2749782978793,7.55367294178711
"Virgin Islands (U.S.)","VIR",15.8998319136207,16.7161367657971,17.4936641323196,18.1303953832213,18.7224942959972,19.2883072220099,19.8751171374476
"West Bank and Gaza","PSE",2.92085677173053,2.97224497187511,3.01633899044548,3.05536176772468,3.09407997553098,3.13330573708009,3.17341240048018
"World","WLD",7.90830903580034,8.05472887686356,8.22293005489227,8.42676596721152,8.64582167973406,8.87312888290815,9.09912268270451
"Yemen, Rep.","YEM",2.74701954805222,2.77276285520719,2.79591328954544,2.8256519531947,2.85163700902815,2.87626975604452,2.90214067508993
"Zambia","ZMB",2.07122961617907,2.06417127300713,2.05672004056083,2.07070534846608,2.08480693055531,2.09967802593266,2.11531473828777
"Zimbabwe","ZWE",2.9290792099966,2.87853414370384,2.84419509202889,2.86177852824712,2.8961911187331,2.93952365300113,2.9806080625078
