"country","countryiso3","latest.year_Value.3524","latest.year_Value.3526","latest.year_Value.3528","latest.year_Value.3530","latest.year_Value.3532","latest.year_Value.3534","latest.year_Value.3536","latest.year_Value.3538","latest.year_Value.3540","latest.year_Value.3546","latest.year_Value.3548","latest.year_Value.3550","latest.year_Value.3552","latest.year_Value.3554","latest.year_Value.3556","latest.year_Value.3558","latest.year_Value.3560","latest.year_Value.3562","latest.year_Value.3564","latest.year_Rank.3525","latest.year_Rank.3527","latest.year_Rank.3529","latest.year_Rank.3531","latest.year_Rank.3533","latest.year_Rank.3535","latest.year_Rank.3537","latest.year_Rank.3539","latest.year_Rank.3541","latest.year_Rank.3547","latest.year_Rank.3549","latest.year_Rank.3551","latest.year_Rank.3553","latest.year_Rank.3555","latest.year_Rank.3557","latest.year_Rank.3559","latest.year_Rank.3561","latest.year_Rank.3563","latest.year_Rank.3565","latest.value_Value.3524","latest.value_Value.3526","latest.value_Value.3528","latest.value_Value.3530","latest.value_Value.3532","latest.value_Value.3534","latest.value_Value.3536","latest.value_Value.3538","latest.value_Value.3540","latest.value_Value.3546","latest.value_Value.3548","latest.value_Value.3550","latest.value_Value.3552","latest.value_Value.3554","latest.value_Value.3556","latest.value_Value.3558","latest.value_Value.3560","latest.value_Value.3562","latest.value_Value.3564","latest.value_Rank.3525","latest.value_Rank.3527","latest.value_Rank.3529","latest.value_Rank.3531","latest.value_Rank.3533","latest.value_Rank.3535","latest.value_Rank.3537","latest.value_Rank.3539","latest.value_Rank.3541","latest.value_Rank.3547","latest.value_Rank.3549","latest.value_Rank.3551","latest.value_Rank.3553","latest.value_Rank.3555","latest.value_Rank.3557","latest.value_Rank.3559","latest.value_Rank.3561","latest.value_Rank.3563","latest.value_Rank.3565"
"Mozambique","MOZ",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.913821351,3.376931143,3.95068194,2.237688955,2.089983367,4.226338183,4.503961475,1.829459381,3.618074952,2.636659438,3.966164603,3.053420193,4.628625365,4.154517599,1.771765381,2.115647185,2.825654299,2.927556588,1.252410147,122,131,102,121,97,94,114,136,129,123,103,68,93,64,122,124,104,73,122
"Mauritania","MRT",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.638156534,3.197804669,3.655039441,2.003619051,1.696162977,3.376555461,5.062832469,3.688032137,2.562078534,2.156057818,3.166044466,2.9356908,4.825929603,3.692492894,1.590170879,1.978265633,2.442420639,2.307643388,1.084682565,132,133,120,129,126,131,87,114,136,132,128,79,75,111,129,133,120,113,133
"Mauritius","MUS",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.919965568,5.160083028,4.475786174,4.157198315,1.886794755,5.232981792,5.913311557,5.344527156,4.803901388,4.539190924,5.964504639,3.477366178,4.128889155,4.332384721,2.998419897,4.547559467,4.92561558,2.435641548,1.337947962,55,52,39,42,114,24,33,69,48,65,4,59,116,50,56,27,36,102,109
"Malawi","MWI",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.907640584,3.843679335,3.758443302,1.904157132,2.124282567,4.165835704,5.406103174,2.974365744,4.228102287,2.450744777,3.402634351,2.827868242,4.583235611,4.220035003,1.431444702,2.063960503,2.217066191,2.912905161,1.335659973,123,117,111,133,95,99,67,123,97,127,121,86,95,59,135,127,126,74,110
"Malaysia","MYS",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.496360474,5.354485781,4.605718518,4.517750273,3.507487323,5.407610646,5.786127962,5.156067882,5.224637622,5.232184603,4.744940182,4.082789512,6.064429896,3.53071448,4.545243192,4.35037756,4.657630067,4.135212366,2.879762281,26,35,21,32,29,17,42,77,22,39,55,35,3,123,21,34,46,28,34
"Namibia","NAM",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.589498313,4.333772233,4.1467834,3.372856201,2.504581418,4.899535935,5.021993278,3.51615754,4.132394265,3.875799388,4.64400453,2.657204063,5.379652944,3.906272062,2.957107799,3.20483663,3.956624175,3.836122822,1.173040013,82,96,78,65,62,38,90,117,106,90,61,92,30,92,58,66,73,40,127
"Nigeria","NGA",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.818192947,3.387424142,3.463921042,2.267419048,2.154007555,4.309687647,2.654215014,2.684522397,3.634510384,3.203741128,3.20764168,1.893792596,4.883357557,3.870892336,2.014272888,2.070063319,2.717920938,2.40179527,1.90621984,129,130,126,120,92,84,141,132,126,114,126,124,68,96,108,126,108,105,61
"Nicaragua","NIC",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.439889809,4.212049803,4.494271727,2.720074175,2.333163533,3.487152174,5.139211123,4.596656799,4.216561579,3.318084443,4.610498521,4.285264559,5.054415576,4.026908252,1.953505175,2.699226733,3.507490617,3.306796763,1.359530302,92,101,38,96,77,130,85,97,98,108,67,13,54,84,112,96,85,58,103
"Netherlands","NLD",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.642105619,5.89576204,4.553001753,5.313360748,2.806297935,5.499324998,6.156478242,6.225475374,5.518202076,6.094781621,4.71428504,4.270827772,4.126829571,5.10006463,4.954022933,6.129713478,4.856345833,2.247934494,3.364661377,17,10,30,11,51,13,17,29,11,13,57,16,117,9,10,3,40,119,21
"Norway","NOR",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.638319307,6.036184724,4.625553463,4.731313142,3.160225897,5.559519168,6.104133144,6.306696337,5.630334481,6.271624104,5.2105955,4.048760518,3.689214433,5.5536434,5.280663413,3.484178015,5.429097997,4.103575587,2.216876208,18,4,18,22,39,10,18,22,4,5,25,36,131,3,7,55,23,30,47
"Nepal","NPL",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.284336753,4.145914346,4.150851702,2.095663098,2.744917866,4.073642164,4.52426916,5.011242732,4.184982968,2.610387237,4.793509785,2.802592312,5.575810213,3.431494498,2.034380512,1.907563295,2.345045487,4.208712345,1.281123387,103,103,77,127,54,108,113,85,99,124,51,87,19,126,105,135,124,27,117
"New Zealand","NZL",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.680963685,5.8370951,4.813769095,4.692808258,3.380182287,5.649254407,6.410917465,5.719908083,5.518568378,5.987235577,5.61434231,4.52,4.378550133,4.742183938,4.702874612,3.681433497,5.694116664,4.47992076,2.280443814,16,15,3,23,32,8,7,54,10,17,11,5,104,19,15,50,19,21,44
"Oman","OMN",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.784873984,5.248633071,3.951392304,3.657238992,2.282231569,5.11482113,6.375678034,5.433655358,4.148366893,5.054695042,4.433911205,2.182183126,5.482547569,3.706927316,2.988616174,3.878444334,4.104656467,2.622464962,1.941998176,66,42,101,60,84,28,9,65,103,46,81,116,24,109,57,47,67,87,58
"Pakistan","PAK",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.8916168,3.446572445,3.547588973,2.482814359,2.089491422,3.941594699,3.041176898,4.531528472,3.110792235,2.549484785,3.400307697,2.245342032,5.432878517,3.111827646,2.106493735,3.027441641,2.314507702,2.237831463,1.941151381,124,129,122,107,98,119,138,101,134,126,122,114,29,133,99,80,125,120,59
"Panama","PAN",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.368152856,4.86483108,4.845981263,4.586411733,3.175387347,4.941723292,5.025063131,5.144413024,4.393327893,4.533863823,5.118815501,4.444018898,5.175043618,4.646047034,4.693234583,4.181354545,4.884646071,4.608821305,1.741953388,35,65,2,28,38,35,89,78,84,66,28,8,48,29,16,40,38,17,67
"Peru","PER",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.043229952,4.491878429,4.201701314,3.207138785,4.272201283,4.314832185,4.387274981,4.800261826,4.651864997,4.199274332,4.58051914,4.295577188,3.825963787,4.104745139,2.518971509,2.432666608,4.669778238,5.266191465,3.278211101,51,85,72,73,15,83,117,91,62,79,69,12,127,73,73,109,45,4,24
"Philippines","PHL",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.60035374,4.280958725,4.311695834,2.874004361,2.934756039,4.315988142,3.837947268,4.788751115,4.781281427,3.961729498,4.755579261,3.366597771,5.512472877,3.612133429,2.727314044,2.465041125,3.429657913,3.952818672,1.916693406,79,98,64,90,46,82,128,92,50,86,53,60,22,118,65,107,87,37,60
"Poland","POL",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.111768182,5.270019089,4.582370272,3.688032347,2.906651018,4.469738795,5.861931879,6.247434678,4.872938691,5.062661366,4.147803273,4.102777088,5.502553222,4.576347506,2.612462553,4.265171883,4.186462605,2.976638197,2.836663839,46,41,25,59,47,64,35,28,44,45,96,33,23,34,70,35,65,72,36
"Puerto Rico","PRI",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,3.913301605,4.728639918,4.062017028,4.644795247,2.217754226,4.854434567,4.81630954,5.772868469,4.43992449,3.759662525,4.986057032,1.6,4.817039348,4.844971731,3.045115304,5.486366986,5.402903452,2.888635847,1.546872605,55,66,81,32,80,37,101,52,78,82,38,135,63,15,54,14,31,68,72
"Portugal","PRT",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.741736331,5.514920721,4.732888742,4.832615838,3.886520024,4.626162271,6.329087152,6.250350427,5.161073609,5.217165687,5.525795064,4.228573153,4.831562411,4.34562434,3.944160143,4.188411204,6.365276168,3.883725938,3.889314111,14,29,8,19,20,54,10,27,27,41,14,22,73,47,31,39,4,38,18
"Paraguay","PRY",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.145859037,4.35315199,4.044107607,2.336126395,1.850050156,4.286032045,4.615801651,5.018095977,4.114286479,3.654274364,4.902952045,2.502051043,4.95864888,3.812778459,1.566168297,2.102827259,3.33938363,2.264566628,1.435533683,110,95,91,113,117,86,110,83,108,99,40,101,61,101,131,125,88,116,95
"Qatar","QAT",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.075093516,5.826339874,4.118490627,4.66210428,1.693439283,5.839359735,6.611242188,5.959174338,5.183595732,5.820884071,4.534733749,2.043651651,5.748367644,4.147209462,4.287490165,4.65390529,5.044917386,1.809289152,1.577589413,47,16,81,24,127,6,2,46,26,23,76,121,12,65,25,23,33,133,80
"Romania","ROU",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.775753741,5.086976038,4.206678697,3.179372725,2.629987505,4.363215021,5.416382771,6.142921079,4.449258786,4.700311371,3.809121016,3.931525718,4.678371328,4.407696725,2.372729269,2.795210089,4.370178815,2.994851385,2.265123625,68,58,70,75,58,76,65,31,81,60,108,45,85,43,82,92,62,68,46
"Russian Federation","RUS",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.150088195,4.985323139,4.070028595,4.005999446,3.539001601,4.092571251,3.946919709,6.704146797,4.833876729,4.984942917,4.208321389,2.207719498,5.754856635,4.10921686,4.509497824,3.04869496,4.459805555,3.847195126,3.230808075,43,60,87,45,27,105,126,5,46,49,95,115,11,71,22,78,55,39,25
"Rwanda","RWA",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.364077098,4.651499926,4.202147455,2.580571945,2.022089066,5.090391686,5.5842566,3.786251138,4.672626461,3.31633014,4.300072035,2.914168379,4.79920245,4.795146956,1.924319317,3.462580154,2.354816363,2.749258854,1.294919279,97,74,71,102,103,29,51,112,58,109,89,81,78,18,114,56,123,78,115
"Saudi Arabia","SAU",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.821502584,5.291073654,3.782293804,3.887128403,2.325514474,5.203787141,5.993080497,5.582871058,4.557231885,5.598117965,4.424304279,1.60792987,5.619313528,3.477627541,3.731904944,3.278331041,4.651149222,2.458900479,2.192128469,63,39,108,48,78,26,29,60,71,27,83,131,17,124,38,64,47,99,49
"Senegal","SEN",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.143195157,4.027297165,3.45313032,2.685507812,2.406845334,4.244783319,5.41319008,3.631303129,3.588231654,3.222220202,3.313393324,2.47348747,3.745102741,4.280537743,2.042918161,2.902927923,3.110677352,3.379996848,1.433693819,111,110,127,98,72,91,66,115,130,111,124,103,130,54,104,87,98,57,96
"Singapore","SGP",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.854582713,5.936852255,5.053889044,5.680090542,2.74749901,6.073243979,6.400791257,5.450642373,5.618637629,6.088315944,6.033700846,5.205370029,4.653964953,4.322520348,5.290409394,6.326445556,5.423416676,2.424441743,3.070556277,13,8,1,2,53,2,8,62,5,14,2,1,91,51,6,2,24,103,28
"Sierra Leone","SLE",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.692890233,3.614330949,3.479255917,1.870197765,1.8077763,4.155447128,5.17546858,2.344974767,4.15597188,2.276945534,3.620426908,1.84023097,4.490661318,3.965704473,1.463010303,2.273176697,1.874406294,2.326969887,1.288582712,131,125,125,134,120,101,82,135,101,131,113,126,99,88,134,118,135,112,116
"El Salvador","SLV",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.275355634,3.976428777,4.439154579,2.769060984,1.916778198,4.017413843,3.617332114,4.940243524,4.246670934,3.662378783,4.324888298,4.509068919,4.845857708,4.076803392,2.074394592,2.952460463,3.280327896,2.354199529,1.479356867,105,111,46,94,112,113,134,87,96,98,86,6,71,77,101,85,91,110,89
"Serbia","SRB",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.384660975,4.938994534,3.752826687,3.013521547,1.833301133,4.020496373,5.459314663,6.037539749,4.432619104,4.797155808,3.596526028,2.408989893,4.821472668,4.184318158,2.351924663,2.767743627,3.920896351,2.012451977,1.654150289,95,62,112,83,119,112,59,42,82,57,116,106,76,61,84,94,76,130,71
"Suriname","SUR",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,3.277934742,4.423242889,3.672841448,3.005038812,2.010615821,3.683144773,5.610761856,5.092331201,3.948355956,3.781620658,3.507682229,2.324093237,4.498561857,4.361028471,2.158084161,3.179037313,3.677994961,2.959379353,1.061852288,101,83,118,91,96,124,49,79,115,81,124,108,82,44,98,84,85,65,136
"Slovak Republic","SVK",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.896973701,5.238456666,4.445255327,3.426380417,2.477802394,4.012521689,5.54977021,6.500137226,4.697395458,5.369052253,4.081643457,3.910044524,4.952794608,4.836538718,1.748581285,4.189226815,4.341333152,3.426383988,1.5292208,59,43,43,64,67,115,55,15,56,36,98,46,62,16,124,38,63,56,84
"Slovenia","SVN",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.182332965,5.338811793,4.562012334,4.208855028,2.619652705,4.33118968,6.202695008,6.027678746,4.906274947,5.22418537,4.827837209,3.717021409,4.630718697,5.072472022,2.462027755,4.762899081,5.401638246,3.78260106,1.45670435,41,36,28,41,59,80,14,43,38,40,47,54,92,10,76,20,25,42,92
"Sweden","SWE",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.55394765,5.930977475,4.519981778,4.741799007,3.023032341,5.458408211,6.097174228,6.114447979,5.528631616,6.337925747,4.617979026,4.094004417,4.048413408,5.319530262,4.593907261,4.593716257,5.037773502,3.075712155,2.970352528,20,9,36,21,42,15,19,35,8,4,64,34,120,6,19,25,34,65,32
"Swaziland","SWZ",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,3.204964293,3.79623864,4.300426798,3.132223039,1.590968696,4.445664333,4.649041966,3.191466298,3.699015492,2.996005113,4.279723846,2.955181857,5.485893258,4.480908233,3.02509835,3.489198539,2.882372227,2.161459311,1.020478081,108,116,47,85,134,67,107,124,124,110,94,75,12,34,57,68,110,119,140
"Seychelles","SYC",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,3.995860027,4.8002012,4.336867176,5.002443757,1.843927974,4.629062979,5.090978994,5.493100561,4.618606128,4.169257337,5.777922192,2.725211527,3.678789279,5.165545705,4.297330148,4.757930179,5.952070945,2.654227477,1.033628471,54,64,37,19,107,48,86,60,59,66,8,87,123,6,24,29,15,85,138
"Chad","TCD",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2.524468924,2.92435489,3.448923307,1.844988039,1.879609462,2.926782145,4.364585275,2.891856924,3.090531261,1.974299502,3.05766706,1.655908285,4.881785595,4.200332287,1.52687294,2.004144718,2.003946458,2.725108977,1.034109947,135,136,128,135,115,135,118,127,135,134,130,130,69,60,132,131,132,82,135
"Thailand","THA",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.38192392,4.664827432,4.497876441,4.474574577,3.890417228,4.736799956,3.753846351,4.895299686,4.903898661,4.786825822,5.045423341,3.760525492,5.614127308,3.571429625,4.555420217,3.111136809,5.757166705,4.947878852,2.832955603,34,73,37,33,19,45,132,90,40,58,34,52,18,122,20,72,16,7,37
"Tajikistan","TJK",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.184984789,4.577918679,3.819344118,2.298207797,2.044468562,4.26618179,5.303966367,5.678301943,4.916267527,2.347250968,4.031525113,2.553317265,4.67826991,4.014264184,2.177502762,2.594442907,2.122677722,2.745125632,1.343811491,107,79,107,117,102,88,76,57,36,129,100,98,86,85,92,101,130,80,108
"Trinidad and Tobago","TTO",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.671050391,4.587321986,3.955383335,4.12931946,2.012176783,4.391706713,4.10000463,5.138302585,4.484006126,4.833877799,3.685929941,3.539504803,4.834260427,3.761838171,4.075922503,4.208533672,4.103502204,2.711934389,1.312419177,73,77,100,43,105,74,123,79,77,55,110,57,72,103,29,37,68,83,113
"Tunisia","TUN",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.502302356,4.519640089,4.397663045,3.044307092,2.047599196,4.448693147,4.858817509,5.181793543,3.986520575,4.296348848,4.814901812,2.954163645,5.891691021,3.929895703,2.339522755,2.714190318,4.079208203,2.548155808,1.547042584,87,81,52,81,101,66,98,75,113,73,48,76,9,89,85,95,69,94,83
"Turkey","TUR",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,4.141634032,4.508041107,4.178302955,4.337719793,3.542472273,4.49003504,4.232486174,5.434604478,4.256021152,4.305151596,4.317135284,3.855228863,4.856187528,3.684660145,4.73673822,3.540784238,4.735636921,2.98239088,4.102553666,44,82,75,38,26,63,121,64,94,72,87,50,70,112,14,54,42,70,16
"Tanzania","TZA",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.449867706,3.679854183,4.417155477,2.483352722,3.219108444,4.147313861,4.847310573,2.926203909,3.567251381,2.704953412,4.843253738,3.249013723,5.352788153,4.223566295,2.030318541,2.569709691,2.850029934,4.933718863,1.504498024,91,123,50,106,36,102,100,125,131,121,45,64,34,58,106,102,103,8,86
"Uganda","UGA",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.203682082,3.685927413,4.105494488,2.369919618,2.653386808,4.279962092,4.6198159,2.754871542,3.980844846,2.799749418,4.073153332,3.028111961,4.974219369,4.34649329,1.780912067,2.279024222,3.049822565,3.725859305,1.580914311,106,122,82,110,57,87,109,130,115,119,99,69,60,46,121,117,100,44,79
"Ukraine","UKR",2017,2017,2017,2017,2017,2017,NA,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,NA,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.495989915,4.579413692,4.070580536,3.133990925,2.199974508,3.705068127,NA,6.633963973,4.893371995,4.152279522,4.291572196,2.939085813,5.191747326,3.859916807,2.39878887,3.00768641,3.995497493,2.264929926,2.13501909,88,78,85,79,88,124,NA,8,41,81,90,78,45,97,79,81,71,115,51
"Uruguay","URY",2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,3.613144235,5.220922932,3.978078324,3.077638993,2.17593669,4.61832028,5.448326055,5.971362632,4.595126424,5.454402136,5.267632237,2.749835168,3.967345089,3.927500803,2.060424188,2.783611036,4.388881756,2.527872008,1.824001372,77,44,98,80,90,55,60,45,68,34,23,90,123,90,102,93,61,96,63
