"name","missing","unique","median","mode","mode_value","v","range","Items","n","mean","sd","min","max","skew","skew_2se","kurt","kurt_2se","Reliability","Interpret","min_load","max_load","type","label","Description","Importance","rank"
"idoverlap",0.00271704209579409,6,3,3,NA,NA,4,1,54323,2.97641882812069,1.4711790815423,1,5,0.0918128840630046,4.36819355235232,-1.37442596939456,-32.6962235385243,NA,NA,NA,NA,"integer","National identity",NA,0.000543131223965076,104
"emergencyinvestmentinhealthcare",0.000220300710469791,41,0,0,NA,NA,2.424e+11,1,54459,3741033575.75582,29604619032.2798,0,2.424e+11,7.89829085992963,376.248082080058,60.5831552331395,1443.01563897015,NA,NA,NA,NA,"numeric","C_Invest healthcare",NA,0.000430780295734493,105
"workplaceclosing_flag",0.00203778157184557,3,1,1,NA,NA,1,1,54360,0.688888888888889,0.462952406138985,0,1,-0.816003596080144,-38.836327897735,-1.33416267326459,-31.7492057197593,NA,NA,NA,NA,"numeric","C_close workplace",NA,0.000409304522251582,106
"relyesno",0.0123368397863083,3,0,0,NA,NA,1,1,53799,0.493243368835852,0.499958992418007,0,1,0.0270282390209508,1.27970934086468,-1.99930663578306,-47.3315876347069,NA,NA,NA,NA,"integer","Religious",NA,0.000386067761756546,107
"schoolclosing_flag",0.000660902131409374,3,1,1,NA,NA,1,1,54435,0.693855056489391,0.460894911468907,0,1,-0.841196075047695,-40.0629289893561,-1.2924129046267,-30.7768896066658,NA,NA,NA,NA,"numeric","C_school close",NA,0.000366442345729355,108
"citizen",0.0575719190027721,3,1,1,NA,NA,1,1,51335,0.899795461186325,0.300275449588472,0,1,-2.66280625847914,-123.155389137605,5.09063633635475,117.723831369235,NA,NA,NA,NA,"integer","Natural born",NA,0.000340892770955415,109
"immigrant",0.0050669163408052,3,0,0,NA,NA,1,1,54195,0.0826090967801458,0.275292993569191,0,1,3.03228350390467,144.097289793302,7.19487600811075,170.95717788304,NA,NA,NA,NA,"integer","Is immigrant",NA,0.000339255889679046,110
"cancelpublicevents_flag",0,2,1,1,NA,NA,1,1,54471,0.700519542508858,0.458034676181878,0,1,-0.875548825097091,-41.7128037158071,-1.23343689777876,-29.3821738716071,NA,NA,NA,NA,"numeric","C_Cancel events",NA,0.000326716780169201,111
"fiscalmeasures",5.50751776174478e-05,49,0,0,NA,NA,1.9576e+12,1,54468,30256900268.3664,238457290900.869,0,1.9576e+12,7.94057906600665,378.29380355223,61.177186017638,1457.28510660985,NA,NA,NA,NA,"numeric","C_Fiscal measures",NA,0.000321241027697101,112
"countrycitizen",0.00534229222889244,3,1,1,NA,NA,1,1,54180,0.949427833148763,0.2191244144618,0,1,-4.10195768614136,-194.902351422909,14.8263305094273,352.239129205795,NA,NA,NA,NA,"integer","Is citizen",NA,0.000180510779837083,113
"investmentinvaccines",0.00411227992876944,14,0,0,NA,NA,8.12e+08,1,54247,391086.485776909,11487519.4948914,0,8.12e+08,41.5300615983221,1974.49857900641,2270.17102782315,53967.3180699252,NA,NA,NA,NA,"numeric","C_Invest vaccines",NA,-3.11664658379539e-05,114
"internationalsupport",0.000238659103008941,12,0,0,NA,NA,834353051822,1,54458,16711202.5523537,3575531900.27723,0,834353051822,233.313529325771,11114.1718591557,54439.7840094782,1296676.24961415,NA,NA,NA,NA,"numeric","C_International support",NA,-3.88414727895456e-05,115
"c19perbeh",0.000220300710469791,24,2.66666666666667,2.66666666666667,NA,NA,6,3,55982,2.19,1,-3,3,-1.88,-91.01,4.45,107.54,0.75,"Acceptable",0.59,0.95,"numeric","COVID personal safety",NA,NA,NA
