"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2000","2000",129090,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2001","2001",128168,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2002","2002",126599,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2003","2003",127290,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2004","2004",129947,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2005","2005",130718,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2006","2006",133015,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2007","2007",133286,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2008","2008",138926,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2009","2009",139345,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2010","2010",142208,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2011","2011",145683,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2012","2012",151670,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2013","2013",150968,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2014","2014",152526,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2015","2015",152043,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","USA","United States","2016","2016",152049,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2000","2000",489290,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2001","2001",490038,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2002","2002",462446,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2003","2003",437786,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2005","2005",466142,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2006","2006",463314,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2007","2007",466279,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2008","2008",465822,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2009","2009",468823,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2010","2010",462129,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2011","2011",459776,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BRA","Brazil","2012","2012",456291,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2000","2000",41786,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2001","2001",40685,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2002","2002",39902,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2003","2003",39782,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2004","2004",38574,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2005","2005",37374,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2006","2006",38072,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2007","2007",37797,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2008","2008",38011,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2009","2009",38314,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2010","2010",34829,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2011","2011",38292,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2012","2012",37854,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2013","2013",38171,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2014","2014",37681,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2015","2015",38496,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2016","2016",38571,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHL","Chile","2017","2017",38853,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2008","2008",34323,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2009","2009",33203,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2010","2010",33544,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2011","2011",36273,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2012","2012",35105,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2013","2013",35560,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2014","2014",35528,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2015","2015",36188,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2016","2016",36234,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CHL","Chile","2017","2017",36523,"D","Difference in methodology"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2008","2008",2631,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2009","2009",2620,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2010","2010",2979,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2011","2011",2437,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2012","2012",1759,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2013","2013",1702,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2014","2014",1798,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2015","2015",1778,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2016","2016",1812,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CHL","Chile","2017","2017",1830,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2008","2008",254,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2009","2009",213,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2010","2010",215,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2011","2011",233,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2012","2012",165,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2013","2013",124,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2014","2014",65,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2015","2015",91,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2016","2016",91,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CHL","Chile","2017","2017",91,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2008","2008",3434,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2009","2009",4898,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2010","2010",1070,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2011","2011",1786,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2012","2012",2584,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2013","2013",2487,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2014","2014",2088,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2015","2015",2217,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2016","2016",2246,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CHL","Chile","2017","2017",2239,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2000","2000",34126,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2001","2001",32850,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2002","2002",32682,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2003","2003",31912,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2004","2004",31252,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2005","2005",30740,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2006","2006",30443,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2007","2007",30168,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2008","2008",30246,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2009","2009",30245,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2010","2010",28062,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2011","2011",27776,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2012","2012",28854,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2013","2013",28782,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2014","2014",28591,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2015","2015",28563,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2016","2016",28556,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CHL","Chile","2017","2017",28684,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2000","2000",7660,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2001","2001",7835,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2002","2002",7220,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2003","2003",7870,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2004","2004",7322,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2005","2005",6634,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2006","2006",7629,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2007","2007",7629,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2008","2008",7765,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2009","2009",8069,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2010","2010",6767,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2011","2011",10516,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2012","2012",9000,"B","Break"
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2013","2013",9389,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2014","2014",9090,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2015","2015",9933,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2016","2016",10015,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CHL","Chile","2017","2017",10169,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2000","2000",2166700,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2001","2001",2155600,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2002","2002",2221800,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2003","2003",2269500,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2004","2004",2363500,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2005","2005",2445000,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2006","2006",2560400,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2007","2007",2675100,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2008","2008",2882900,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2009","2009",3120800,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2010","2010",3387400,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2011","2011",3705100,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2012","2012",4161500,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2013","2013",4578600,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2014","2014",4961200,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2015","2015",5330600,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2016","2016",5688900,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CHN","China (People's Republic of)","2017","2017",6120500,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2000","2000",9828,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2001","2001",9160,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2002","2002",8248,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2003","2003",7857,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2004","2004",7690,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2005","2005",7292,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2006","2006",7476,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2007","2007",7349,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2008","2008",7530,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2009","2009",7166,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2010","2010",7022,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2011","2011",7114,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2012","2012",7309,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2013","2013",6597,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2014","2014",6584,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2015","2015",6524,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2016","2016",6261,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","EST","Estonia","2017","2017",6185,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2000","2000",8381,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2001","2001",7595,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2002","2002",6619,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2003","2003",6286,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2004","2004",5975,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2005","2005",5499,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2006","2006",5643,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2007","2007",5452,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2008","2008",5510,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2009","2009",5205,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2010","2010",5002,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2011","2011",5086,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2012","2012",5093,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2013","2013",4835,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2014","2014",4824,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2015","2015",4841,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2016","2016",4608,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","EST","Estonia","2017","2017",4539,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2000","2000",1083,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2001","2001",933,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2002","2002",882,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2003","2003",765,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2004","2004",681,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2005","2005",723,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2006","2006",743,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2007","2007",742,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2008","2008",744,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2009","2009",721,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2010","2010",712,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2011","2011",717,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2012","2012",712,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2013","2013",733,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2014","2014",730,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2015","2015",730,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2016","2016",707,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","EST","Estonia","2017","2017",692,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2000","2000",828,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2001","2001",902,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2002","2002",959,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2003","2003",976,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2004","2004",1089,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2005","2005",1238,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2006","2006",1288,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2007","2007",1348,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2008","2008",1488,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2009","2009",1470,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2010","2010",1557,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2011","2011",1545,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2012","2012",1739,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2013","2013",1254,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2014","2014",1293,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2015","2015",1210,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2016","2016",1217,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","EST","Estonia","2017","2017",1203,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2000","2000",317,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2001","2001",315,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2002","2002",289,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2003","2003",238,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2004","2004",242,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2005","2005",232,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2006","2006",216,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2007","2007",216,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2008","2008",193,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2009","2009",191,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2010","2010",166,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2011","2011",169,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2012","2012",163,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2013","2013",166,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2014","2014",128,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2015","2015",124,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2016","2016",103,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","EST","Estonia","2017","2017",103,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2002","2002",7372,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2003","2003",7008,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2004","2004",6896,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2005","2005",6555,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2006","2006",6727,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2007","2007",6772,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2008","2008",6794,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2009","2009",6462,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2010","2010",6321,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2011","2011",6355,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2012","2012",6429,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2013","2013",6037,"B","Break"
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2014","2014",6107,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2015","2015",6038,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2016","2016",5793,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","EST","Estonia","2017","2017",5720,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2003","2003",149,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2004","2004",205,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2005","2005",299,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2006","2006",299,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2007","2007",334,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2008","2008",374,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2009","2009",371,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2010","2010",376,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2011","2011",406,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2012","2012",508,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2013","2013",182,"B","Break"
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2014","2014",167,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2015","2015",170,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2016","2016",155,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2017","2017",152,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2002","2002",876,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2003","2003",700,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2004","2004",589,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2005","2005",438,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2006","2006",450,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2007","2007",243,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2008","2008",362,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2009","2009",333,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2010","2010",325,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2011","2011",353,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2012","2012",372,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2013","2013",378,"B","Break"
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","EST","Estonia","2014","2014",310,,
